model.manufacturer,model.name,model.type,model.year,configuration.cpu.units,configuration.cpu.core_units,configuration.cpu.manufacturer,configuration.cpu.family,configuration.cpu.manufacture_date,configuration.cpu.process,configuration.cpu.die_size_per_core,configuration.ram.units,configuration.ram.capacity,configuration.ram.manufacturer,configuration.ram.process,configuration.ram.density,configuration.disk.units,configuration.disk.type,configuration.disk.capacity,configuration.disk.density,configuration.power_supply.units,configuration.power_supply.unit_weight,usage.instance_per_server,usage.instance_per_server,usage.max_power,usage.max_power,usage.workload.idle.power,usage.workload.idle.time,usage.workload.10.power,usage.workload.10.time,usage.workload.50.power,usage.workload.50.time,usage.workload.100.power,usage.workload.100.time
AWS,m5n.4xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,12,32,Samsung,20,,,,,,2,,0.1666666667,6.00,130.7,784.33,0.25,0.00,0.41,0.00,0.72,1,1,0.00
AWS,m5n.8xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,12,32,Samsung,20,,,,,,2,,0.3333333333,3.00,261.4,784.33,0.25,0.00,0.41,0.00,0.72,1,1,0.00
AWS,m5n.12xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,12,32,Samsung,20,,,,,,2,,0.5,2.00,392.2,784.33,0.25,0.00,0.41,0.00,0.72,1,1,0.00
AWS,m5n.16xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,12,32,Samsung,20,,,,,,2,,0.6666666667,1.50,522.9,784.33,0.25,0.00,0.41,0.00,0.72,1,1,0.00
AWS,m5n.24xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,12,32,Samsung,20,,,,,,2,,1,1.00,784.3,784.33,0.25,0.00,0.41,0.00,0.72,1,1,0.00
AWS,m5n.metal,rack,2021,2,24,Intel,Cascade Lake,2021,14,,12,32,Samsung,20,,,,,,2,,1,1.00,784.3,784.33,0.25,0.00,0.41,0.00,0.72,1,1,0.00
AWS,m5zn.large,rack,2020,2,12,Intel,Cascade Lake,2020,14,,12,16,,,,,,,,2,,0.04166666667,24.00,31.3,751.75,0.27,0.00,0.42,0.00,0.80,1,1,0.00
AWS,m5zn.xlarge,rack,2020,2,12,Intel,Cascade Lake,2020,14,,12,16,,,,,,,,2,,0.08333333333,12.00,62.6,751.75,0.27,0.00,0.42,0.00,0.80,1,1,0.00
AWS,m5zn.2xlarge,rack,2020,2,12,Intel,Cascade Lake,2020,14,,12,16,,,,,,,,2,,0.1666666667,6.00,125.3,751.75,0.27,0.00,0.42,0.00,0.80,1,1,0.00
AWS,m5zn.3xlarge,rack,2020,2,12,Intel,Cascade Lake,2020,14,,12,16,,,,,,,,2,,0.25,4.00,187.9,751.75,0.27,0.00,0.42,0.00,0.80,1,1,0.00
AWS,m5zn.6xlarge,rack,2020,2,12,Intel,Cascade Lake,2020,14,,12,16,,,,,,,,2,,0.5,2.00,375.9,751.75,0.27,0.00,0.42,0.00,0.80,1,1,0.00
AWS,m5zn.12xlarge,rack,2020,2,12,Intel,Cascade Lake,2020,14,,12,16,,,,,,,,2,,1,1.00,751.8,751.75,0.27,0.00,0.42,0.00,0.80,1,1,0.00
AWS,m5zn.metal,rack,2020,2,12,Intel,Cascade Lake,2020,14,,12,16,,,,,,,,2,,1,1.00,751.8,751.75,0.27,0.00,0.42,0.00,0.80,1,1,0.00
AWS,m6g.medium,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,0.015625,64.00,5.3,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.large,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,0.03125,32.00,10.5,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,0.0625,16.00,21.0,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.2xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,0.125,8.00,42.0,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.4xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,0.25,4.00,84.1,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.8xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,0.5,2.00,168.2,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.12xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,0.75,1.33,252.3,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.16xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,1,1.00,336.4,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6g.metal,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,,,,,2,,1,1.00,336.4,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.medium,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,0.015625,64.00,5.3,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.large,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,0.03125,32.00,10.5,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,0.0625,16.00,21.0,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.2xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,0.125,8.00,42.0,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.4xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,0.25,4.00,84.1,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.8xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,0.5,2.00,168.2,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.12xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,0.75,1.33,252.3,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.16xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,1,1.00,336.4,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6gd.metal,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,8,32,,,,2,SSD,1900,,2,,1,1.00,336.4,336.38,0.29,0.00,0.46,0.00,0.73,1,1,0.00
AWS,m6i.large,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.015625,64.00,16.2,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.03125,32.00,32.4,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.2xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.0625,16.00,64.9,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.4xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.125,8.00,129.8,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.8xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.25,4.00,259.6,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.12xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.375,2.67,389.4,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.16xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.5,2.00,519.2,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.24xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,0.75,1.33,778.7,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,m6i.32xlarge,rack,2021,2,32,Intel,Ice Lake,2021,10,,16,32,,,,,,,,2,,1,1.00,1038.3,1038.33,0.28,0.00,0.45,0.00,0.75,1,1,0.00
AWS,r5.large,rack,2018,2,24,Intel,Skylake,2018,14,,24,32,,,,,,,,2,,0.02083333333,48.00,27.9,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.xlarge,rack,2018,2,24,Intel,Skylake,2018,14,,24,32,,,,,,,,2,,0.04166666667,24.00,55.9,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.2xlarge,rack,2018,2,24,Intel,Skylake,2018,14,,24,32,,,,,,,,2,,0.08333333333,12.00,111.8,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.4xlarge,rack,2018,2,24,Intel,Skylake,2018,14,,24,32,,,,,,,,2,,0.1666666667,6.00,223.6,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.8xlarge,rack,2019,2,24,Intel,Skylake,2019,14,,24,32,,,,,,,,2,,0.3333333333,3.00,447.2,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.12xlarge,rack,2018,2,24,Intel,Skylake,2018,14,,24,32,,,,,,,,2,,0.5,2.00,670.8,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.16xlarge,rack,2019,2,24,Intel,Skylake,2019,14,,24,32,,,,,,,,2,,0.6666666667,1.50,894.4,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.24xlarge,rack,2018,2,24,Intel,Skylake,2018,14,,24,32,,,,,,,,2,,1,1.00,1341.6,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5.metal,rack,2018,2,24,Intel,Skylake,2018,14,,24,32,,,,,,,,2,,1,1.00,1341.6,1341.60,0.20,0.00,0.32,0.00,0.68,1,1,0.00
AWS,r5a.large,rack,2018,2,24,AMD,Naples,2018,14,,24,32,,,,,,,,2,,0.02083333333,48.00,19.8,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5a.xlarge,rack,2018,2,24,AMD,Naples,2018,14,,24,32,,,,,,,,2,,0.04166666667,24.00,39.5,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5a.2xlarge,rack,2018,2,24,AMD,Naples,2018,14,,24,32,,,,,,,,2,,0.08333333333,12.00,79.0,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5a.4xlarge,rack,2018,2,24,AMD,Naples,2018,14,,24,32,,,,,,,,2,,0.1666666667,6.00,158.0,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5a.8xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,,,,,2,,0.3333333333,3.00,316.1,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5a.12xlarge,rack,2018,2,24,AMD,Naples,2018,14,,24,32,,,,,,,,2,,0.5,2.00,474.1,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5a.16xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,,,,,2,,0.6666666667,1.50,632.1,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5a.24xlarge,rack,2018,2,24,AMD,Naples,2018,14,,24,32,,,,,,,,2,,1,1.00,948.2,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.large,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,0.02083333333,48.00,19.8,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,0.04166666667,24.00,39.5,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.2xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,0.08333333333,12.00,79.0,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.4xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,0.1666666667,6.00,158.0,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.8xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,0.3333333333,3.00,316.1,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.12xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,0.5,2.00,474.1,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.16xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,0.6666666667,1.50,632.1,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5ad.24xlarge,rack,2019,2,24,AMD,Naples,2019,14,,24,32,,,,4,SSD,900,,2,,1,1.00,948.2,948.22,0.30,0.00,0.46,0.00,0.73,1,1,0.00
AWS,r5d.large,rack,2018,2,24,Intel,Cascade Lake,2018,14,,24,32,,,,4,SSD,900,,2,,0.02083333333,48.00,21.7,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.xlarge,rack,2018,2,24,Intel,Cascade Lake,2018,14,,24,32,,,,4,SSD,900,,2,,0.04166666667,24.00,43.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.2xlarge,rack,2018,2,24,Intel,Cascade Lake,2018,14,,24,32,,,,4,SSD,900,,2,,0.08333333333,12.00,86.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.4xlarge,rack,2018,2,24,Intel,Cascade Lake,2018,14,,24,32,,,,4,SSD,900,,2,,0.1666666667,6.00,173.2,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.8xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.3333333333,3.00,346.4,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.12xlarge,rack,2018,2,24,Intel,Cascade Lake,2018,14,,24,32,,,,4,SSD,900,,2,,0.5,2.00,519.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.16xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.6666666667,1.50,692.9,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.24xlarge,rack,2018,2,24,Intel,Cascade Lake,2018,14,,24,32,,,,4,SSD,900,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5d.metal,rack,2018,2,24,Intel,Cascade Lake,2018,14,,24,32,,,,4,SSD,900,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.large,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.02083333333,48.00,21.7,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.04166666667,24.00,43.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.2xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.08333333333,12.00,86.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.4xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.1666666667,6.00,173.2,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.8xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.3333333333,3.00,346.4,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.12xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.5,2.00,519.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.16xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,0.6666666667,1.50,692.9,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.24xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,4,SSD,900,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5dn.metal,rack,2021,2,24,Intel,Cascade Lake,2021,14,,24,32,,,,4,SSD,900,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.large,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,0.02083333333,48.00,21.7,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,0.04166666667,24.00,43.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.2xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,0.08333333333,12.00,86.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.4xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,0.1666666667,6.00,173.2,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.8xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,0.3333333333,3.00,346.4,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.12xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,0.5,2.00,519.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.16xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,0.6666666667,1.50,692.9,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.24xlarge,rack,2019,2,24,Intel,Cascade Lake,2019,14,,24,32,,,,,,,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5n.metal,rack,2021,2,24,Intel,Cascade Lake,2021,14,,24,32,,,,,,,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.large,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,0.02083333333,48.00,21.7,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.xlarge,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,0.04166666667,24.00,43.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.2xlarge,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,0.08333333333,12.00,86.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.4xlarge,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,0.1666666667,6.00,173.2,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.8xlarge,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,0.3333333333,3.00,346.4,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.12xlarge,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,0.5,2.00,519.6,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.16xlarge,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,0.6666666667,1.50,692.9,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.24xlarge,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r5b.metal,rack,2020,2,24,Intel,Cascade Lake,2020,14,,24,32,,,,,,,,2,,1,1.00,1039.3,1039.28,0.25,0.00,0.40,0.00,0.72,1,1,0.00
AWS,r6g.medium,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,0.015625,64.00,7.7,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.large,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,0.03125,32.00,15.3,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,0.0625,16.00,30.6,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.2xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,0.125,8.00,61.2,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.4xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,0.25,4.00,122.5,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.8xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,0.5,2.00,245.0,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.12xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,0.75,1.33,367.5,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.16xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,1,1.00,490.0,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6g.metal,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,,,,,2,,1,1.00,490.0,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.medium,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,0.015625,64.00,7.7,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.large,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,0.03125,32.00,15.3,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,0.0625,16.00,30.6,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.2xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,0.125,8.00,61.2,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.4xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,0.25,4.00,122.5,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.8xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,0.5,2.00,245.0,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.12xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,0.75,1.33,367.5,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.16xlarge,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,1,1.00,490.0,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,r6gd.metal,rack,2019,1,64,Annapurna Labs,Graviton2,2019,7,,16,32,,,,2,SSD,1900,,2,,1,1.00,490.0,489.98,0.31,0.00,0.47,0.00,0.71,1,1,0.00
AWS,z1d.large,rack,2018,2,12,Intel,Skylake,2018,14,,12,32,,,,2,SSD,900,,2,,0.04166666667,24.00,33.0,793.00,0.24,0.00,0.42,0.00,0.80,1,1,0.00
AWS,z1d.xlarge,rack,2018,2,12,Intel,Skylake,2018,14,,12,32,,,,2,SSD,900,,2,,0.08333333333,12.00,66.1,793.00,0.24,0.00,0.42,0.00,0.80,1,1,0.00
AWS,z1d.2xlarge,rack,2018,2,12,Intel,Skylake,2018,14,,12,32,,,,2,SSD,900,,2,,0.1666666667,6.00,132.2,793.00,0.24,0.00,0.42,0.00,0.80,1,1,0.00
AWS,z1d.3xlarge,rack,2018,2,12,Intel,Skylake,2018,14,,12,32,,,,2,SSD,900,,2,,0.25,4.00,198.3,793.00,0.24,0.00,0.42,0.00,0.80,1,1,0.00
AWS,z1d.6xlarge,rack,2018,2,12,Intel,Skylake,2018,14,,12,32,,,,2,SSD,900,,2,,0.5,2.00,396.5,793.00,0.24,0.00,0.42,0.00,0.80,1,1,0.00
AWS,z1d.12xlarge,rack,2018,2,12,Intel,Skylake,2018,14,,12,32,,,,2,SSD,900,,2,,1,1.00,793.0,793.00,0.24,0.00,0.42,0.00,0.80,1,1,0.00
AWS,z1d.metal,rack,2018,2,12,Intel,Skylake,2018,14,,12,32,,,,2,SSD,900,,2,,1,1.00,793.0,793.00,0.24,0.00,0.42,0.00,0.80,1,1,0.00