instance_name,instance_family,instance_cpu,vcpus,numa_nodes,memory_gb,avg_score,stddev,stddev_percentage,runs
standard_d32d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,540052,4426,0.82%,189
standard_d32d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,125.8,544718,2672,0.49%,49
standard_d32d_v5,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,32,2,128,358426,6880,1.92%,56
standard_d32s_v3,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,32,2,128,389200,3438,0.88%,35
standard_d32s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,32,1,128,364032,20351,5.59%,84
standard_d32s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,32,1,128,390983,1845,0.47%,91
standard_d32s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,32,1,128,346172,2859,0.83%,84
standard_d32s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,32,1,128,397239,2996,0.75%,77
standard_d32s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,478885,1968,0.41%,35
standard_d32s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,483021,28105,5.82%,392
standard_d32s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,539271,8236,1.53%,182
standard_d32s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,125.8,500612,33756,6.74%,42
standard_d32s_v5,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,32,2,128,353069,3792,1.07%,70
standard_d32_v3,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,32,2,128,387724,3770,0.97%,63
standard_d32_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,32,1,128,358984,19517,5.44%,126
standard_d32_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,32,1,128,388466,9936,2.56%,112
standard_d32_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,32,1,128,356479,16176,4.54%,126
standard_d32_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,32,1,128,397605,2423,0.61%,49
standard_d32_v3,dv3,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,479158,1356,0.28%,14
standard_d32_v3,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,487165,28119,5.77%,378
standard_d32_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,32,1,128,539406,5745,1.07%,182
standard_d32_v4,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,125.8,475867,11659,2.45%,35
standard_d32_v5,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,14,65186,3256,4.99%,196
standard_d3_v2,dadsv5,amd epyc 7763 64-core processor,48,1,188.7,893740,12161,1.36%,35
standard_d3_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,14,72681,1424,1.96%,84
standard_d3_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,14,66161,3850,5.82%,168
standard_d3_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,14,76631,4948,6.46%,70
standard_d3_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,14,65731,4742,7.21%,126
standard_d3_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,14,73768,2279,3.09%,56
standard_d3_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,14,78383,5224,6.67%,28
standard_d48ads_v5,dasv4,amd epyc 7452 32-core processor,48,6,192,829547,15679,1.89%,126
standard_d48as_v4,dasv4,amd epyc 7452 32-core processor,48,6,192,843316,21739,2.58%,105
standard_d48as_v4,dasv5,amd epyc 7763 64-core processor,48,1,188.7,896034,12918,1.44%,35
standard_d48as_v5,dav4,amd epyc 7452 32-core processor,48,6,192,835617,13097,1.57%,140
standard_d48a_v4,dav4,amd epyc 7452 32-core processor,48,6,192,837332,22923,2.74%,161
standard_d48a_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,750843,15060,2.01%,420
standard_d48ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,756538,15048,1.99%,154
standard_d48ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,753948,31559,4.19%,252
standard_d48ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,775291,11776,1.52%,35
standard_d48ds_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,48,1,188.7,813359,5923,0.73%,49
standard_d48ds_v5,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,742908,19323,2.60%,378
standard_d48d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,744246,20864,2.80%,147
standard_d48d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,759921,18783,2.47%,280
standard_d48d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,769702,10800,1.40%,42
standard_d48d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,48,1,188.7,812195,7150,0.88%,56
standard_d48d_v5,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,48,2,192,571460,4725,0.83%,112
standard_d48s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,48,1,192,581930,3357,0.58%,63
standard_d48s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,48,2,192,578181,5736,0.99%,35
standard_d48s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,698208,8889,1.27%,28
standard_d48s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,694366,33144,4.77%,280
standard_d48s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,743539,18204,2.45%,140
standard_d48s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,705192,24651,3.50%,126
standard_d48s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,772877,9466,1.22%,35
standard_d48s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,48,1,188.7,725001,39805,5.49%,35
standard_d48s_v5,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,48,2,192,569331,6445,1.13%,140
standard_d48_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,48,1,192,578441,6615,1.14%,70
standard_d48_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,48,2,192,576459,7500,1.30%,21
standard_d48_v3,dv3,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,693147,8980,1.30%,7
standard_d48_v3,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,688018,24945,3.63%,252
standard_d48_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,1,192,745137,17607,2.36%,154
standard_d48_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,696691,30283,4.35%,112
standard_d48_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,48,2,192,771269,7936,1.03%,28
standard_d48_v4,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,48,1,188.7,733540,43528,5.93%,35
standard_d48_v5,dadsv5,amd epyc 7763 64-core processor,4,1,15.6,72644,172,0.24%,35
standard_d4ads_v5,dasv4,amd epyc 7452 32-core processor,4,1,16,71707,790,1.10%,98
standard_d4as_v4,dasv4,amd epyc 7452 32-core processor,4,1,16,75828,1343,1.77%,196
standard_d4as_v4,dasv5,amd epyc 7763 64-core processor,4,1,15.6,72928,460,0.63%,35
standard_d4as_v5,dav4,amd epyc 7452 32-core processor,4,1,16,70996,2280,3.21%,140
standard_d4a_v4,dav4,amd epyc 7452 32-core processor,4,1,16,75058,1874,2.50%,238
standard_d4a_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,65958,788,1.19%,189
standard_d4ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,66583,2327,3.49%,336
standard_d4ds_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,4,1,15.6,68673,207,0.30%,56
standard_d4ds_v5,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,65767,590,0.90%,189
standard_d4d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,66629,2005,3.01%,336
standard_d4d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,4,1,15.6,68696,234,0.34%,56
standard_d4d_v5,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,16,44404,537,1.21%,28
standard_d4s_v3,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,16,50716,1058,2.09%,35
standard_d4s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,16,45725,4388,9.60%,154
standard_d4s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,16,52445,3515,6.70%,77
standard_d4s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,16,46590,3963,8.51%,112
standard_d4s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,16,50029,3332,6.66%,91
standard_d4s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,50797,306,0.60%,28
standard_d4s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,57991,277,0.48%,35
standard_d4s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,60878,4594,7.55%,392
standard_d4s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,65910,668,1.01%,182
standard_d4s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,4,1,15.6,67114,3816,5.69%,42
standard_d4s_v5,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,28,129637,5291,4.08%,238
standard_d4_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,28,141204,19309,13.67%,70
standard_d4_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,28,126313,2045,1.62%,182
standard_d4_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,28,149027,1783,1.20%,98
standard_d4_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,28,120903,1877,1.55%,84
standard_d4_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,28,143576,1305,0.91%,49
standard_d4_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,28,145529,1683,1.16%,14
standard_d4_v2,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,16,45883,3929,8.56%,70
standard_d4_v3,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,16,49708,2668,5.37%,77
standard_d4_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,16,46836,5296,11.31%,140
standard_d4_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,4,1,16,51650,3799,7.35%,91
standard_d4_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,16,46281,4133,8.93%,112
standard_d4_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,4,1,16,50025,2210,4.42%,70
standard_d4_v3,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,61806,4467,7.23%,406
standard_d4_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,4,1,16,65896,647,0.98%,175
standard_d4_v4,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,4,1,15.6,66338,3932,5.93%,56
standard_d4_v5,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,2,56,253120,9301,3.67%,238
standard_d5_v2,dadsv5,amd epyc 7763 64-core processor,64,1,251.7,1195169,16506,1.38%,35
standard_d5_v2,dv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,16,2,56,281644,9594,3.41%,105
standard_d5_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,56,258915,10136,3.91%,126
standard_d5_v2,dv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,16,1,56,296879,2069,0.70%,28
standard_d5_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,56,242876,4157,1.71%,112
standard_d5_v2,dv2,intel xeon platinum 8171m cpu @ 2.60ghz,16,1,56,284996,5417,1.90%,77
standard_d5_v2,dv2,intel xeon platinum 8272cl cpu @ 2.60ghz,16,1,56,284831,20223,7.10%,28
standard_d64ads_v5,dasv4,amd epyc 7452 32-core processor,64,8,256,1088030,16708,1.54%,28
standard_d64as_v4,dasv4,amd epyc 7452 32-core processor,64,8,256,1120467,30714,2.74%,7
standard_d64as_v4,dasv5,amd epyc 7763 64-core processor,64,1,251.7,1195829,16444,1.38%,35
standard_d64as_v5,dav4,amd epyc 7452 32-core processor,64,8,256,1099165,21962,2.00%,252
standard_d64a_v4,dav4,amd epyc 7452 32-core processor,64,8,256,1126793,29148,2.59%,21
standard_d64a_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,1025017,14482,1.41%,182
standard_d64ds_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,64,2,251.9,1061667,10151,0.96%,35
standard_d64ds_v5,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,1021118,15896,1.56%,189
standard_d64d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,64,2,251.9,1061317,11637,1.10%,42
standard_d64d_v5,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,64,2,256,761965,4971,0.65%,49
standard_d64s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,64,2,256,767645,10497,1.37%,154
standard_d64s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,909271,7791,0.86%,28
standard_d64s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,1023014,17746,1.73%,364
standard_d64s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,1024799,15499,1.51%,182
standard_d64s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,64,2,251.9,965147,62581,6.48%,42
standard_d64s_v5,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,64,2,256,762667,5489,0.72%,42
standard_d64_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,64,2,256,766739,7516,0.98%,189
standard_d64_v3,dv3,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,916549,8944,0.98%,7
standard_d64_v3,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,1018300,23085,2.27%,392
standard_d64_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,64,2,256,1020266,19814,1.94%,182
standard_d64_v4,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,64,2,251.9,924146,9983,1.08%,35
standard_d64_v5,dadsv5,amd epyc 7763 64-core processor,8,1,31.4,153951,552,0.36%,35
standard_d8ads_v5,dasv4,amd epyc 7452 32-core processor,8,1,32,150134,2511,1.67%,210
standard_d8as_v4,dasv4,amd epyc 7452 32-core processor,8,1,32,151474,1599,1.06%,56
standard_d8as_v4,dasv5,amd epyc 7763 64-core processor,8,1,31.4,153842,462,0.30%,35
standard_d8as_v5,dav4,amd epyc 7452 32-core processor,8,1,32,149706,2520,1.68%,168
standard_d8a_v4,dav4,amd epyc 7452 32-core processor,8,1,32,151379,1946,1.29%,147
standard_d8a_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,131888,3913,2.97%,336
standard_d8ds_v4,ddsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,135907,1108,0.81%,189
standard_d8ds_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,8,1,31.4,136764,489,0.36%,49
standard_d8ds_v5,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,131953,3911,2.96%,336
standard_d8d_v4,ddv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,135756,901,0.66%,189
standard_d8d_v4,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,8,1,31.4,136791,496,0.36%,42
standard_d8d_v5,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,32,89102,849,0.95%,56
standard_d8s_v3,dsv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,32,99350,179,0.18%,7
standard_d8s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,32,101053,7572,7.49%,126
standard_d8s_v3,dsv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,32,89422,6441,7.20%,154
standard_d8s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,32,102485,3143,3.07%,56
standard_d8s_v3,dsv3,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,32,85673,2704,3.16%,112
standard_d8s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,101753,1013,1.00%,14
standard_d8s_v3,dsv3,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,120003,546,0.46%,35
standard_d8s_v3,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,119076,7683,6.45%,406
standard_d8s_v4,dsv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,135542,835,0.62%,182
standard_d8s_v4,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,8,1,31.4,129302,9365,7.24%,49
standard_d8s_v5,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,32,100422,1323,1.32%,98
standard_d8_v3,dv3,intel xeon cpu e5-2673 v3 @ 2.40ghz,8,1,32,88815,1091,1.23%,126
standard_d8_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,32,89625,6366,7.10%,112
standard_d8_v3,dv3,intel xeon cpu e5-2673 v4 @ 2.30ghz,8,1,32,97861,5903,6.03%,91
standard_d8_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,32,100826,1597,1.58%,42
standard_d8_v3,dv3,intel xeon platinum 8171m cpu @ 2.60ghz,8,1,32,87549,3215,3.67%,98
standard_d8_v3,dv3,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,120063,559,0.47%,7
standard_d8_v3,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,120421,8407,6.98%,392
standard_d8_v4,dv4,intel xeon platinum 8272cl cpu @ 2.60ghz,8,1,32,135803,963,0.71%,182
standard_d8_v4,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,8,1,31.4,121070,8218,6.79%,245
standard_d8_v5,dadsv5,amd epyc 7763 64-core processor,96,2,377.9,1831129,20839,1.14%,35
standard_d96ads_v5,dasv4,amd epyc 7452 32-core processor,96,12,384,n/a,-,-,-
standard_d96as_v4,dasv5,amd epyc 7763 64-core processor,96,2,377.9,1833797,20117,1.10%,35
standard_d96as_v5,dav4,amd epyc 7452 32-core processor,96,12,384,1590434,31887,2.00%,14
standard_d96a_v4,dav4,amd epyc 7452 32-core processor,96,12,384,n/a,-,-,-
standard_d96a_v4,ddsv5,intel xeon platinum 8370c cpu @ 2.80ghz,96,2,377.9,1577187,17287,1.10%,56
standard_d96ds_v5,ddv5,intel xeon platinum 8370c cpu @ 2.80ghz,96,2,377.9,1579691,19962,1.26%,49
standard_d96d_v5,dsv5,intel xeon platinum 8370c cpu @ 2.80ghz,96,2,377.9,1422950,79151,5.56%,35
standard_d96s_v5,dv5,intel xeon platinum 8370c cpu @ 2.80ghz,96,2,377.9,1378842,14644,1.06%,35
standard_d96_v5,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,16,1,125.8,440580,3915,0.89%,63
standard_dc16ds_v3,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,16,1,125.8,439985,4224,0.96%,56
standard_dc16s_v3,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,1,1,7.8,29130,66,0.23%,42
standard_dc1ds_v3,dcsv2,intel xeon e-2288g cpu @ 3.70ghz,1,1,4,34418,162,0.47%,77
standard_dc1s_v2,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,1,1,7.8,29127,72,0.25%,56
standard_dc1s_v3,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,24,1,188.7,656455,9830,1.50%,56
standard_dc24ds_v3,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,24,1,188.7,659602,5809,0.88%,42
standard_dc24s_v3,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,2,1,15.6,55911,207,0.37%,56
standard_dc2ds_v3,dcs,intel xeon e-2176g cpu @ 3.70ghz,2,1,8,63426,391,0.62%,28
standard_dc2s,dcsv2,intel xeon e-2288g cpu @ 3.70ghz,2,1,8,68562,758,1.11%,77
standard_dc2s_v2,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,2,1,15.6,55785,534,0.96%,56
standard_dc2s_v3,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,251.7,848418,18613,2.19%,35
standard_dc32ds_v3,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,32,1,251.7,850747,8658,1.02%,63
standard_dc32s_v3,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,48,2,377.9,1228361,21388,1.74%,35
standard_dc48ds_v3,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,48,2,377.9,1221232,25082,2.05%,63
standard_dc48s_v3,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,4,1,31.4,111549,745,0.67%,56
standard_dc4ds_v3,dcs,intel xeon e-2176g cpu @ 3.70ghz,4,1,16,124015,410,0.33%,21
standard_dc4s,dcsv2,intel xeon e-2288g cpu @ 3.70ghz,4,1,16,133836,1964,1.47%,77
standard_dc4s_v2,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,4,1,31.4,111636,827,0.74%,63
standard_dc4s_v3,dcdsv3,intel xeon platinum 8370c cpu @ 2.80ghz,8,1,62.8,220223,2067,0.94%,42
standard_dc8ds_v3,dcsv3,intel xeon platinum 8370c cpu @ 2.80ghz,8,1,62.8,220443,2083,0.94%,56
standard_dc8s_v3,dcv2,intel xeon e-2288g cpu @ 3.70ghz,8,1,32,252047,3051,1.21%,77
standard_dc8_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,14,16994,1127,6.63%,98
standard_ds11-1_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,14,19615,846,4.31%,42
standard_ds11-1_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,14,33150,2097,6.33%,112
standard_ds11-1_v2,dsv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,14,17538,2029,11.57%,112
standard_ds11-1_v2,dsv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,14,20835,1937,9.30%,42
standard_ds11-1_v2,dsv2,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,14,17255,1647,9.54%,140
standard_ds11-1_v2,dsv2,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,14,18765,767,4.09%,126
standard_ds11-1_v2,dsv2,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,14,19463,3017,15.50%,140
standard_ds11-1_v2,dsv2,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,14,23145,1425,6.16%,21
standard_ds11_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,28,17253,1094,6.34%,56
standard_ds11_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,14,37489,1314,3.50%,49
standard_ds11_v2,dsv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,14,34294,3107,9.06%,182
standard_ds11_v2,dsv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,14,40138,3286,8.19%,70
standard_ds11_v2,dsv2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,14,33447,2690,8.04%,98
standard_ds11_v2,dsv2,intel xeon platinum 8171m cpu @ 2.60ghz,2,1,14,37889,1096,2.89%,84
standard_ds11_v2,dsv2,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,14,37222,3740,10.05%,126
standard_ds11_v2,dsv2,intel xeon platinum 8272cl cpu @ 2.60ghz,2,1,14,44107,406,0.92%,28
standard_ds12-1_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,1,1,28,19387,899,4.64%,56
standard_ds12-1_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,28,35288,2477,7.02%,98
standard_ds12-1_v2,dsv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,28,17748,2342,13.20%,182
standard_ds12-1_v2,dsv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,1,1,28,22048,1729,7.84%,77
standard_ds12-1_v2,dsv2,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,28,16866,1506,8.93%,154
standard_ds12-1_v2,dsv2,intel xeon platinum 8171m cpu @ 2.60ghz,1,1,28,19102,943,4.94%,70
standard_ds12-1_v2,dsv2,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,28,18925,2461,13.00%,140
standard_ds12-1_v2,dsv2,intel xeon platinum 8272cl cpu @ 2.60ghz,1,1,28,22205,32,0.14%,28
standard_ds12-2_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,2,1,28,38766,1060,2.74%,56
standard_ds12-2_v2,dsv2,intel xeon cpu e5-2673 v3 @ 2.40ghz,4,1,28,65209,2830,4.34%,98
standard_ds12-2_v2,dsv2,intel xeon cpu e5-2673 v4 @ 2.30ghz,2,1,28,35716,2923,8.19%,140
